video_id,clip_max_similarity,clip_mean_similarity,clickbait_label
2_nA-sz7pyk,0.2726706862449646,0.19647188484668732,1
HMbDPgINfto,0.2004975527524948,0.187968447804451,1
tJyXy7qQvGw,0.21340900659561157,0.1871759295463562,1
bIiG-Y-BCNU,0.2355349361896515,0.22220909595489502,1
oBtOZlaBNEc,0.2972308099269867,0.21114400029182434,1
3Xl9OVjFK6c,0.22951914370059967,0.2223186492919922,1
Al3WyMnwTpE,0.2108771800994873,0.2108771800994873,1
pwZhv4YYFg0,0.2505582571029663,0.2505582571029663,1
xSQ8cZE27-Y,0.3237212300300598,0.3008599877357483,1
H9OiyUQiJpw,0.35495156049728394,0.3086617887020111,1
ZdzvGvPurRo,0.1918877363204956,0.1825447380542755,1
GphDte8cJJ0,0.19783124327659607,0.19783124327659607,1
I2hCNwZ7Jbw,0.3144884705543518,0.2908391058444977,1
bBj8H3EnTAM,0.2805432081222534,0.2130502611398697,1
RvJP7JbMW9I,0.32906508445739746,0.2748025059700012,1
31pKxRdgAgQ,0.3483164310455322,0.26960915327072144,1
okqEpX07e3g,0.2889391779899597,0.2379007190465927,1
hc42BgAB9Jg,0.37801626324653625,0.27916356921195984,1
bJ5PTkdH-20,0.3105875849723816,0.23123428225517273,1
4CF3uZV0RJU,0.3568503260612488,0.28111258149147034,1
zghRo5NMvZE,0.33374714851379395,0.2693805992603302,1
gt_jiSsQQno,0.33683982491493225,0.27158790826797485,1
Pv0iVoSZzN8,0.24717293679714203,0.1977081447839737,1
2_nCluvm-9A,0.38504788279533386,0.28951016068458557,1
h8poH5sn1eQ,0.39618977904319763,0.26594263315200806,1
y4zpJOW8OSI,0.22905679047107697,0.22905679047107697,1
0k1SPmGrFoU,0.2345781773328781,0.20957310497760773,1
QJppvse1ZVU,0.32322871685028076,0.2572728395462036,1
lp_26Ec4I1I,0.2885786294937134,0.2560717463493347,1
6bj6DHKGtTE,0.36766037344932556,0.2556903064250946,1
eC0dUSDgUgk,0.31788206100463867,0.29268378019332886,1
Bf6iV3Wtl4I,0.31603771448135376,0.2342281937599182,1
l4QAMRJPBI0,0.33544787764549255,0.3068788945674896,1
7JZCmVjBAEg,0.2122172713279724,0.19495761394500732,1
hQdgdvC4_2s,0.2241925150156021,0.19224950671195984,1
EtSLD5jtZKA,0.29316991567611694,0.25116777420043945,1
HiUjyvW5gX4,0.31312990188598633,0.2636808156967163,1
qL3dj-KRAys,0.30458423495292664,0.25607654452323914,1
sDpdv-SRlaE,0.29920142889022827,0.2675713300704956,1
23svmUzGXI4,0.3185848593711853,0.2792590260505676,1
NniHBZVshyY,0.2576904892921448,0.22679483890533447,1
Q5-SbEYDO34,0.299477219581604,0.22374871373176575,1
iNsWjYpXOzw,0.2700539529323578,0.24771423637866974,1
XNiVcuJoBgQ,0.2907152771949768,0.2551169693470001,1
RXsnOeKRMWA,0.33936601877212524,0.30609747767448425,1
T5CiiQaWUag,0.26522135734558105,0.20988255739212036,1
MVy5RKojkeg,0.2883741855621338,0.2294073849916458,1
O9uthfOIejE,0.3670734763145447,0.2579980790615082,1
odMRrTkobOQ,0.2645649313926697,0.19115276634693146,1
aRUinTY9odw,0.37164220213890076,0.32014575600624084,1
MLziFdIHp2U,0.36207205057144165,0.3089396357536316,1
dTnzxIJMWu4,0.32659387588500977,0.29283514618873596,1
ysAcIS4eiZo,0.3543802499771118,0.28917816281318665,1
clLom3M4hnQ,0.26474153995513916,0.21238973736763,1
V8aSo2sQ13E,0.30764707922935486,0.2468511313199997,1
3awRSNFHV1s,0.33848559856414795,0.26379790902137756,1
8vXabW4z3yY,0.28651857376098633,0.26264724135398865,1
JCAzRtrM4dE,0.221352681517601,0.1785738170146942,1
4988AkcIooE,0.25596287846565247,0.23628757894039154,1
i96Tc2HjSXU,0.32741332054138184,0.2514170706272125,1
ErXhQGf4ijU,0.36406952142715454,0.2749848961830139,1
J-x4ia69YEQ,0.28540509939193726,0.24588745832443237,1
L_q-2Ov2Gnw,0.3043661415576935,0.23512433469295502,1
Tw8fBZt66P0,0.3296593427658081,0.2259088158607483,1
YaY5V9TCO0A,0.2662821412086487,0.19535887241363525,1
ut-1yFa6WYo,0.29590553045272827,0.2312774360179901,1
Fonk0QN6JSw,0.3170875906944275,0.22104565799236298,1
hivKxdUky0I,0.32286369800567627,0.2196660190820694,1
2jb1CBqFE1A,0.38124626874923706,0.26619136333465576,1
PxY5bAB9-gk,0.30776625871658325,0.24291668832302094,1
qQ6YsKRX6cE,0.34510740637779236,0.2635227143764496,1
L85TZYbbqJE,0.31193333864212036,0.2636106014251709,1
MY46FJ-6OIU,0.335144579410553,0.2865064740180969,1
VAU3omfnemA,0.311467707157135,0.25296521186828613,1
K-vFXJfCes8,0.3430306911468506,0.2953260838985443,1
gS8vaaq99sU,0.2659062147140503,0.22831590473651886,1
uBg_ssHE05M,0.35795432329177856,0.28643423318862915,1
Va82x6Rl0UE,0.33852142095565796,0.2328794300556183,1
5iGwuh0MoRc,0.33923840522766113,0.24517163634300232,1
7imL79i3xGg,0.3831261396408081,0.3059951364994049,1
xlPQvVJf6tM,0.28799840807914734,0.21730124950408936,1
I9FmEwJocRw,0.3193405568599701,0.24532140791416168,1
ucYapk8sf-o,0.30419421195983887,0.24703063070774078,1
dsx_-cG4QAo,0.2919381260871887,0.23648479580879211,1
Evy4iMkIBek,0.3298858404159546,0.23208153247833252,1
7tiWinlNTvU,0.28599226474761963,0.23035739362239838,1
JajSdaNFfic,0.30217841267585754,0.23905996978282928,1
qMpUX0q64J4,0.28709036111831665,0.22989794611930847,1
Lt_AZDkzbxc,0.3291771709918976,0.26469266414642334,1
cEW9FN8ku3k,0.2682381868362427,0.2294348031282425,1
HQigNm2tPNU,0.25889521837234497,0.22526971995830536,1
4N_ZVPVLlc0,0.28021931648254395,0.22855481505393982,1
o7qPt6O_CXM,0.3049914836883545,0.23194706439971924,1
yhEovTipDDI,0.29984620213508606,0.23399215936660767,1
AHUA01NAlVQ,0.28595173358917236,0.24725055694580078,1
nhFkzrA05-w,0.2880231738090515,0.25995364785194397,1
CLuxJFKTn28,0.30279314517974854,0.2617367208003998,1
d2vPntIrut8,0.26944494247436523,0.23089098930358887,1
0MsORGZfeK0,0.24555537104606628,0.21927419304847717,1
lQ9PhJWeBGs,0.31138876080513,0.25412821769714355,1
oVQ3YyvtNOA,0.2656673789024353,0.2139717936515808,1
_mvPu1URo0A,0.2854790985584259,0.2380734235048294,1
OTO52ioghfA,0.2145453691482544,0.20325756072998047,1
lrh_p4Xfbpk,0.2926877737045288,0.21759313344955444,1
ZmcaOfjLauI,0.2410932332277298,0.20580387115478516,1
pTKWuGTkISc,0.2635536789894104,0.2209569662809372,1
7PCgHh4tCow,0.27223777770996094,0.21254059672355652,1
BVR97GfGVCc,0.2821926772594452,0.18786123394966125,1
AVgcrgEgG5U,0.2730534076690674,0.20046548545360565,1
3ujQVQxpYKA,0.25262966752052307,0.1773073822259903,1
eYASKzbw-9A,0.23703014850616455,0.19821225106716156,1
xH00dGYaxZk,0.32690444588661194,0.24021689593791962,1
ZY6MjMNdCTw,0.30450236797332764,0.22807671129703522,1
SMWvTzie_DA,0.30555659532546997,0.24685142934322357,1
BRu17osgEoo,0.2527644634246826,0.19605134427547455,1
tYeuSU2m4DQ,0.24078726768493652,0.18817810714244843,1
2rtHT0jlT2M,0.3011780381202698,0.2320234179496765,1
ZNIECWN-_gE,0.2813624441623688,0.25292477011680603,1
PYpkOI2W_kE,0.26859620213508606,0.22807055711746216,1
PKtNvlRDq6U,0.25453147292137146,0.2162875235080719,1
X70IFsHWclU,0.28683990240097046,0.22977715730667114,1
aBg_TatKt5g,0.2358902245759964,0.23332162201404572,1
0GTiwWHYMlQ,0.2578015923500061,0.2569001317024231,1
yL7rpPPXTSI,0.2639876902103424,0.2394638955593109,1
Jeb0d18y08M,0.2881074547767639,0.21390968561172485,1
By336LXE41g,0.22365620732307434,0.14614763855934143,1
SYdXwo-Oq0E,0.28456568717956543,0.19903810322284698,1
wvDgf34smJA,0.2505994141101837,0.20365923643112183,1
ctn_4QKc6g0,0.27700144052505493,0.20808303356170654,1
QPC2hMWY7BA,0.21008789539337158,0.2023027390241623,1
omVMxK9wN_I,0.25002163648605347,0.2300782948732376,1
gmlxelUTGfo,0.21265259385108948,0.1905095875263214,1
o6DDXrPZqi8,0.24866268038749695,0.202852264046669,1
5teThcYJ7w4,0.22699540853500366,0.2080409675836563,1
TMB7TC4kyNk,0.1810125857591629,0.1810125857591629,1
Wy2z77VxUY0,0.1777033805847168,0.13969874382019043,1
Bf6I34Mzpio,0.21335765719413757,0.19847242534160614,1
8KzqSSwQ2cw,0.23994183540344238,0.21103143692016602,1
pT30yCDx760,0.18114453554153442,0.17221052944660187,1
TR85vVWguxs,0.2637721300125122,0.23745675384998322,1
Ba6-6KmB3CQ,0.30343225598335266,0.24971359968185425,1
FmKpjhi6ZYQ,0.28471821546554565,0.203211709856987,1
RgOA37xgYcc,0.27966001629829407,0.21776337921619415,1
JMAnkCd3PAY,0.3039809465408325,0.22706371545791626,1
WLuRkeo_9vM,0.3270293176174164,0.2577705979347229,1
DCDfvNPbAeg,0.2990480065345764,0.22724691033363342,1
yZirLwxPK-I,0.32984647154808044,0.24292251467704773,1
bbla8uN33R0,0.316362589597702,0.2288607358932495,1
iKz0atbJ86o,0.3116673231124878,0.24268533289432526,1
Vvbh6vlkIa0,0.3395783305168152,0.2135021984577179,1
UwQtaXpeqS8,0.302201509475708,0.22688810527324677,1
olN3WXK9iaA,0.31025785207748413,0.26752007007598877,1
sT9n7awOQPw,0.2921540439128876,0.2102811336517334,1
j8kpcFHY_VU,0.289337158203125,0.22863470017910004,1
EraHxd4612o,0.20876865088939667,0.20876865088939667,1
SETOIlJhIWk,0.26989132165908813,0.26989132165908813,1
7JRQ4l7eXVw,0.2924613058567047,0.2207767516374588,1
F26ZYA4_CwU,0.20756998658180237,0.20756998658180237,1
VtiviDjIOVM,0.22344467043876648,0.22344467043876648,1
pf9agV_I0m4,0.21314506232738495,0.21314506232738495,1
O_DWucZwtfA,0.23905912041664124,0.23905912041664124,1
iHKLCzLYt-Q,0.29511573910713196,0.2194211483001709,1
ItoSYiCOzFg,0.25936734676361084,0.19688984751701355,1
gGwd5mBTruU,0.2696293890476227,0.21322625875473022,1
VquZwveRmrY,0.24950817227363586,0.18605460226535797,1
JXV8EzW0pwU,0.28738898038864136,0.2110704481601715,1
7H86fq4ZEPw,0.2813810110092163,0.21574735641479492,1
w6JNfm1ALw4,0.25550320744514465,0.19355390965938568,1
sSuLkeK0Cv0,0.25209540128707886,0.18612715601921082,1
PviCek989QE,0.2846788167953491,0.21770434081554413,1
to2wIB4KJTs,0.2809428870677948,0.2237650603055954,1
io-lw-yDKzY,0.28600335121154785,0.2061479091644287,1
k9VKLB_if0Q,0.3109064996242523,0.21216726303100586,1
6lzd_lA5Pp8,0.26760825514793396,0.20443423092365265,1
aJ7XoeB8TME,0.2837206721305847,0.19834604859352112,1
ciVSCgt2QEg,0.24468180537223816,0.19007493555545807,1
bjLHKWdzbtI,0.3333032727241516,0.24764195084571838,1
0Kyym9Yu5w0,0.23753471672534943,0.17061488330364227,1
8WgmjTwqtKY,0.27666136622428894,0.22361110150814056,1
T1hea-cf7B4,0.34921371936798096,0.21963925659656525,1
Jm9PbZO8xXQ,0.2885556221008301,0.22292998433113098,1
Juu9vc2oqHM,0.3098190426826477,0.21771813929080963,1
2l6wYBV94Gw,0.275348961353302,0.20578549802303314,1
rKNoyR36i34,0.2984507381916046,0.217522993683815,1
YUfaIIh3pRM,0.30397459864616394,0.21802863478660583,1
g5sdPcModvQ,0.2843093276023865,0.216718852519989,1
DEYS90OC1FA,0.27608364820480347,0.21442902088165283,1
zyTqElwSG5w,0.35818129777908325,0.25639548897743225,1
ppr6cZI64DY,0.32603707909584045,0.23270191252231598,1
hIv5AC_8zak,0.25727370381355286,0.2023659199476242,1
_ekg01ZNRIg,0.2546879053115845,0.2221301645040512,1
FXp4hETJkvY,0.2749800682067871,0.23358628153800964,1
7EP6EpFyIJY,0.35329681634902954,0.2819765508174896,1
pBd14qS4Ims,0.3535448908805847,0.2865799367427826,1
AqLMQY2nKpI,0.2856377959251404,0.22816796600818634,1
I2A1tz9ftz4,0.3411179184913635,0.2840040624141693,1
dMjK6BbLmqE,0.32567185163497925,0.2405949831008911,1
zTgyKfzXa8U,0.26205137372016907,0.2278936356306076,1
T0nydcH2B9Y,0.24676676094532013,0.20780420303344727,1
a6cXhflwfW0,0.3037533164024353,0.25467649102211,1
mw_QXmsCN8I,0.3175711929798126,0.24296768009662628,1
I_3dlerKYDE,0.27894264459609985,0.2309960424900055,1
M_3STI_4bKM,0.2925550937652588,0.2498411238193512,1
OcJM2UmgF5o,0.2629755735397339,0.2261369228363037,1
9uoGxne4W54,0.28201407194137573,0.23302042484283447,1
MyPeH4mo9mw,0.3461218774318695,0.2709691822528839,1
-OHejAhnDwA,0.3252732455730438,0.25184985995292664,1
2PbNHVe5FYo,0.2699340581893921,0.19526143372058868,1
7M3SgJhNlyo,0.33500391244888306,0.2324196845293045,1
lDjR8yD3Obs,0.26852548122406006,0.2206140160560608,1
1jj8tny5qVk,0.21945884823799133,0.16228584945201874,1
rvl6qhBGHAY,0.24479100108146667,0.19273781776428223,1
c7UtiZEiYKg,0.3071272075176239,0.23655934631824493,1
iEy1L0d3F4c,0.29452967643737793,0.20967110991477966,1
nzBcpzsxjQM,0.3337482213973999,0.23414595425128937,1
vDgrnx_nkhI,0.26230254769325256,0.18910014629364014,1
zeyQOw7mIhc,0.259996235370636,0.2009127289056778,1
LOfDW_96yV0,0.24429216980934143,0.18403266370296478,1
KajQuUrDTj8,0.2474958598613739,0.1798100769519806,1
iGQjn_cDBdA,0.2739005386829376,0.20292948186397552,1
8wld_fYnqZc,0.2421841025352478,0.18957853317260742,1
riJTgStqyw0,0.2668263912200928,0.19051288068294525,1
kwuIWZ9wRmw,0.29904597997665405,0.23086842894554138,1
AsFQ3Oe3hYQ,0.2161898910999298,0.15797361731529236,1
dW8J7_l8INY,0.3007088899612427,0.22753722965717316,1
sUOziK6nCBA,0.26444655656814575,0.19903656840324402,1
WEPK_mubM5w,0.2810896933078766,0.23970645666122437,1
fleUyiUmedQ,0.3037227988243103,0.2260240912437439,1
Gm5RSJ3WG7I,0.2646627426147461,0.20686829090118408,1
XQmcH1yTbrA,0.30637460947036743,0.21639233827590942,1
Sf5yOKjxggA,0.19483157992362976,0.19483157992362976,1
uGBjK8Cu8H4,0.2889024019241333,0.20282821357250214,1
6JxkR5zYgSU,0.31630319356918335,0.26423752307891846,1
WHjITn_bFuM,0.19474616646766663,0.19039814174175262,1
G6K1krqHoHk,0.21485641598701477,0.20345333218574524,1
2nmcEH8UApk,0.21553482115268707,0.21442396938800812,1
02neZSqtBfU,0.3027527332305908,0.22467944025993347,1
53q2qMvJjxQ,0.26075679063796997,0.20051249861717224,1
mOK8otJIo9k,0.25615543127059937,0.18028077483177185,1
WPQQ49r_pm4,0.3544241189956665,0.2658383846282959,1
Q-uTVBm5MNc,0.21879300475120544,0.18616117537021637,1
BVOb8SDQhG8,0.25307297706604004,0.20684702694416046,1
lHriHbKaS0A,0.22230622172355652,0.19069804251194,1
W-7TaAGww5g,0.275316059589386,0.20816218852996826,1
EYpo1TSCMhI,0.3020648658275604,0.2237265557050705,1
cDMn8Liz7OM,0.21246038377285004,0.1663392335176468,1
ukSzjIbZDSo,0.28357163071632385,0.22753651440143585,1
LPi1OxQUTHc,0.26866647601127625,0.2395024299621582,1
odzwAhiXxmE,0.23107534646987915,0.21134574711322784,1
bOMn4tNS60w,0.2644745707511902,0.18382340669631958,1
1V1ZvMTFDvs,0.31053245067596436,0.259290486574173,1
bJDp_ZVQcRo,0.28753727674484253,0.23334582149982452,1
FyJcI4UkAzs,0.24608272314071655,0.20720888674259186,1
_Oc-eGRhcb4,0.241892009973526,0.20468030869960785,1
iSb_fyChqLE,0.2696188986301422,0.19742707908153534,1
88KPADTPPAo,0.24959203600883484,0.19135239720344543,1
nLR3prTKSGE,0.2909625172615051,0.19825172424316406,1
dainpKoDlAE,0.28514260053634644,0.20355761051177979,1
KItFw-9zqQQ,0.27080652117729187,0.2048598825931549,1
fcgWYglHQZw,0.2889699637889862,0.21879234910011292,1
6P4jcvfqTto,0.2793729305267334,0.22316856682300568,1
TfEiBfYXV_U,0.35886213183403015,0.24808931350708008,1
EPUa9a6cuU4,0.31217890977859497,0.24811995029449463,1
fPuNpS9fPDo,0.29166874289512634,0.21934951841831207,1
87acdtXVXv4,0.3291579484939575,0.20848339796066284,1
aF3ufeW7zXM,0.28682711720466614,0.23261024057865143,1
8ItvSeKbPUo,0.31329184770584106,0.22848641872406006,1
pH-TgdOqB9E,0.28782227635383606,0.214930921792984,1
kmAWR8an6Fk,0.2853469252586365,0.21625220775604248,1
UuAhXrHAfZg,0.3223723769187927,0.2296074479818344,1
ayKcck441n8,0.2938634157180786,0.25235608220100403,1
eZ_u6fIPzb4,0.2981279492378235,0.22752566635608673,1
hfCTA7K22is,0.282508909702301,0.2249889224767685,1
unQWa4i14rg,0.2834857106208801,0.20432507991790771,1
8RmzZgU-cyw,0.29966598749160767,0.23030786216259003,1
CAI02Pr3Iyg,0.33469054102897644,0.23284345865249634,1
5-Gb15B9uEY,0.26582765579223633,0.23473139107227325,1
cb0lFDYYd2U,0.363654226064682,0.2526567876338959,1
BGKRDmmH1WM,0.3175715208053589,0.24429787695407867,1
3wKm3087UHs,0.2817383408546448,0.25316116213798523,1
_YPdLDYqQJ4,0.24270665645599365,0.21267934143543243,1
JfYEmhHkCZQ,0.2649114429950714,0.22966507077217102,1
UdSh3OhXetE,0.26089727878570557,0.23926912248134613,1
QSW2uW9eFn4,0.3084697425365448,0.2546016275882721,1
39jpghte1rw,0.3167393207550049,0.26301446557044983,1
ziJtUt85C2I,0.22209511697292328,0.17550498247146606,1
2Cejd94HqPY,0.33927738666534424,0.25903037190437317,1
G-Gv94bQaS0,0.3304920196533203,0.2580205798149109,1
sGxw7ipTrq8,0.22001799941062927,0.17996013164520264,1
iwFuKsHAnK0,0.2755453884601593,0.21817682683467865,1
WhrekQumlKY,0.30427637696266174,0.2455540895462036,1
VTH0XgZ6pto,0.2682351768016815,0.2034590095281601,1
RxhDx1gpoeo,0.31394219398498535,0.23629030585289001,1
3zrLm_N2tnU,0.2899683117866516,0.23547859489917755,1
LtOya4_iND0,0.2733842432498932,0.18541553616523743,1
U5oS6yi2g-w,0.2528396248817444,0.18744121491909027,1
UsKGD8dQBYw,0.32121774554252625,0.22921358048915863,1
LtC4I9tKVMs,0.23588314652442932,0.23588314652442932,1
6ByB00sweDk,0.29235151410102844,0.20339196920394897,1
04OAZ-NBXkk,0.2938346266746521,0.21619074046611786,1
R-B7QleMbiY,0.3137800991535187,0.2408975511789322,1
2dnEJXQYYJw,0.3221784830093384,0.27090388536453247,1
ir3oHaaX5lY,0.33362001180648804,0.27761876583099365,1
9AH-yS5En6U,0.2847927510738373,0.2329992949962616,1
g1Elknq92tc,0.31612104177474976,0.25381121039390564,1
f5o7_wPmuiE,0.2735455334186554,0.17321352660655975,1
jXI8hC134KA,0.2368566393852234,0.22085483372211456,1
G0cF0fZgkDo,0.27851757407188416,0.20489971339702606,1
fiCxNpM6mRk,0.27352118492126465,0.1882030963897705,1
Dpc4-UBCUP4,0.27014124393463135,0.18666775524616241,1
7N70RcxxKsk,0.27479392290115356,0.1949957311153412,1
oN0iK-cClQI,0.307700514793396,0.19916881620883942,1
Tb6dciVa1T0,0.29748839139938354,0.20913292467594147,1
q5r-PPu1GzU,0.2860177457332611,0.20565761625766754,1
oODreucZqmM,0.30704712867736816,0.205198273062706,1
tn79OFbPwKE,0.2941742539405823,0.20408403873443604,1
roUuy1xjits,0.2821943163871765,0.21799324452877045,1
eXRrwA-Szwg,0.28540271520614624,0.18060749769210815,1
bABseBbIiFk,0.3029358983039856,0.1925225853919983,1
KvIl8mjMTsE,0.29253673553466797,0.21455490589141846,1
4Iui1yDgusI,0.26775968074798584,0.1772049367427826,1
n5Op1CIdg4Y,0.2873214781284332,0.21153178811073303,1
YL4neojI7Ic,0.30633461475372314,0.17515826225280762,1
mKdjycj-7eE,0.34564024209976196,0.2207963466644287,1
TQHEJj68Jew,0.2677537500858307,0.21576564013957977,1
dXmWjV1eAXQ,0.2984278202056885,0.21238043904304504,1
zySUlGXbXvA,0.3049561083316803,0.20428769290447235,1
P8gXGWH49ao,0.2629930078983307,0.21360942721366882,1
6iKJZqDSPGc,0.2915255129337311,0.18855169415473938,1
LnVfvz_CJ1o,0.28318965435028076,0.21516889333724976,1
XxMmWxwt14M,0.27665048837661743,0.1999281942844391,1
OpOvMwkGL18,0.255933940410614,0.20578867197036743,1
4PaqJhHM9-s,0.3146894574165344,0.22358085215091705,1
25N0R1KnXVs,0.2889758348464966,0.20134656131267548,1
t9GPp1DM6fI,0.27989739179611206,0.20774871110916138,1
CSvPE21Seu4,0.323261559009552,0.22716934978961945,1
HsLg6lCCaLg,0.2516472339630127,0.20916029810905457,1
SKQTtsGOT7M,0.25154590606689453,0.19574929773807526,1
BSzEGDBPMP4,0.32144635915756226,0.25549745559692383,1
W2U04onq8nM,0.2928737998008728,0.22228147089481354,1
bqh-xl0LizI,0.33765310049057007,0.2465752810239792,1
ofk19swh308,0.3621786832809448,0.25104111433029175,1
oldqHR9a0m8,0.3221961557865143,0.22030866146087646,1
OA70XIR6_iA,0.3291705846786499,0.23910360038280487,1
29CQXaRTgWI,0.3247169852256775,0.2224324345588684,1
olVaEmdkZ8Y,0.36197954416275024,0.26820263266563416,1
rOBW4YgXI_s,0.2826076149940491,0.18797145783901215,1
8eS8sdVcBRc,0.27513372898101807,0.2060752809047699,1
S6YpCE3UKIw,0.3344396948814392,0.26464754343032837,1
Poy2yxHPWa4,0.3505450487136841,0.2613709568977356,1
9z-RJ6kfSU0,0.3099161684513092,0.23319321870803833,1
ES0QlfPUSto,0.29139024019241333,0.23226316273212433,1
RBD7PFRNbI4,0.30256152153015137,0.2159932404756546,1
1T7qhD-xXTc,0.29868584871292114,0.24756379425525665,1
y8p4ouCwoD0,0.2527828514575958,0.22546634078025818,1
0y0DmVgmqDk,0.26645660400390625,0.21941474080085754,1
4U_iO57xJUE,0.28725600242614746,0.2254849076271057,1
k7RK2eSFYxs,0.2812801003456116,0.22320204973220825,1
xcukC48nKv8,0.2879602611064911,0.2218659371137619,1
i3LjOamW9Ow,0.2337476760149002,0.1849411427974701,1
sIPP_MzDTJ0,0.3176801800727844,0.18353618681430817,1
D0OV3sHxCG0,0.25556766986846924,0.19890105724334717,1
jH39rXAhGJE,0.31727105379104614,0.20379048585891724,1
akVu63nu00o,0.2932763695716858,0.22225050628185272,1
tHDkvYdRXiI,0.2847466766834259,0.20948246121406555,1
XPyIV8gqSJk,0.2574642300605774,0.19625897705554962,1
LBzR-Wb5wR4,0.2973582148551941,0.220404252409935,1
yH7fyriQYvk,0.26239433884620667,0.19494447112083435,1
kX7iSbnwYfE,0.25478455424308777,0.1865837275981903,1
