video_id,incongruence_score
aJ7XoeB8TME,0.3488249778747558
ciVSCgt2QEg,0.3359131217002868
bjLHKWdzbtI,0.2305607199668884
0Kyym9Yu5w0,0.3354214429855346
8WgmjTwqtKY,0.2571262121200561
T1hea-cf7B4,0.2961294651031494
Jm9PbZO8xXQ,0.3116922378540039
Juu9vc2oqHM,0.385219931602478
2l6wYBV94Gw,0.2076578140258789
rKNoyR36i34,0.2262661457061767
YUfaIIh3pRM,0.333307683467865
g5sdPcModvQ,0.3179351687431335
DEYS90OC1FA,0.2471107244491577
zyTqElwSG5w,0.2900558710098266
ppr6cZI64DY,0.2721999883651733
hIv5AC_8zak,0.2339708805084228
_ekg01ZNRIg,0.2726484537124634
FXp4hETJkvY,0.2981279492378235
7EP6EpFyIJY,0.2438987493515014
pBd14qS4Ims,0.3203361630439758
AqLMQY2nKpI,0.2225314378738403
I2A1tz9ftz4,0.255545973777771
dMjK6BbLmqE,0.2471640110015869
zTgyKfzXa8U,0.3340092301368713
T0nydcH2B9Y,0.3021126985549927
a6cXhflwfW0,0.2500039339065552
mw_QXmsCN8I,0.2389296293258667
I_3dlerKYDE,0.2478205561637878
M_3STI_4bKM,0.2943606972694397
OcJM2UmgF5o,0.2855767011642456
9uoGxne4W54,0.3544862866401672
MyPeH4mo9mw,0.239069402217865
-OHejAhnDwA,0.2271438837051391
2PbNHVe5FYo,0.322627305984497
7M3SgJhNlyo,0.2936069965362549
lDjR8yD3Obs,0.3527361154556274
1jj8tny5qVk,0.2943901419639587
rvl6qhBGHAY,0.2973126173019409
c7UtiZEiYKg,0.2544347047805786
iEy1L0d3F4c,0.2387313842773437
nzBcpzsxjQM,0.303954541683197
vDgrnx_nkhI,0.3143129348754883
zeyQOw7mIhc,0.251066505908966
LOfDW_96yV0,0.2662248611450195
KajQuUrDTj8,0.2774438858032226
iGQjn_cDBdA,0.232826828956604
8wld_fYnqZc,0.2618907690048218
riJTgStqyw0,0.2890446186065674
kwuIWZ9wRmw,0.2804535627365112
AsFQ3Oe3hYQ,0.2665486335754394
dW8J7_l8INY,0.3366087675094604
sUOziK6nCBA,0.2439948320388794
WEPK_mubM5w,0.2715460062026977
fleUyiUmedQ,0.2982054948806762
Gm5RSJ3WG7I,0.2726532816886902
XQmcH1yTbrA,0.2477858662605285
Sf5yOKjxggA,0.4084150195121765
uGBjK8Cu8H4,0.2830802202224731
6JxkR5zYgSU,0.2504902482032776
WHjITn_bFuM,0.5614888072013855
G6K1krqHoHk,0.4819101095199585
2nmcEH8UApk,0.4345901012420654
02neZSqtBfU,0.2517040967941284
53q2qMvJjxQ,0.2615331411361694
mOK8otJIo9k,0.301105260848999
WPQQ49r_pm4,0.2994899749755859
Q-uTVBm5MNc,0.2780189514160156
BVOb8SDQhG8,0.2585265636444092
lHriHbKaS0A,0.2226059436798095
W-7TaAGww5g,0.2733420729637146
EYpo1TSCMhI,0.339801549911499
cDMn8Liz7OM,0.3459858894348144
ukSzjIbZDSo,0.3871896266937256
LPi1OxQUTHc,0.3394168019294739
odzwAhiXxmE,0.4158974885940552
bOMn4tNS60w,0.2719380855560303
1V1ZvMTFDvs,0.2917045354843139
bJDp_ZVQcRo,0.213940143585205
FyJcI4UkAzs,0.3632549047470093
_Oc-eGRhcb4,0.4041017889976501
iSb_fyChqLE,0.3246904611587524
88KPADTPPAo,0.321322500705719
nLR3prTKSGE,0.2514994144439697
dainpKoDlAE,0.2617260217666626
KItFw-9zqQQ,0.3217872381210327
fcgWYglHQZw,0.2817726731300354
6P4jcvfqTto,0.3104360103607178
TfEiBfYXV_U,0.2593950629234314
EPUa9a6cuU4,0.2502593398094177
fPuNpS9fPDo,0.2776508331298828
87acdtXVXv4,0.2908787727355957
aF3ufeW7zXM,0.2567550539970398
8ItvSeKbPUo,0.2247189283370971
pH-TgdOqB9E,0.2409898042678833
kmAWR8an6Fk,0.2498420476913452
UuAhXrHAfZg,0.2736214399337768
ayKcck441n8,0.2856075763702392
eZ_u6fIPzb4,0.2681276798248291
hfCTA7K22is,0.2556492686271667
unQWa4i14rg,0.2488672733306884
8RmzZgU-cyw,0.2867938280105591
CAI02Pr3Iyg,0.2440067529678344
5-Gb15B9uEY,0.3037273287773132
cb0lFDYYd2U,0.2764516472816467
BGKRDmmH1WM,0.262279748916626
3wKm3087UHs,0.317356526851654
_YPdLDYqQJ4,0.3970255851745605
JfYEmhHkCZQ,0.2970359325408935
UdSh3OhXetE,0.3107823133468628
QSW2uW9eFn4,0.2026261091232299
39jpghte1rw,0.3075752258300781
ziJtUt85C2I,0.3181499242782593
2Cejd94HqPY,0.2952252626419067
G-Gv94bQaS0,0.2311197519302368
sGxw7ipTrq8,0.3409619331359863
iwFuKsHAnK0,0.2983877658843994
WhrekQumlKY,0.2304495573043823
VTH0XgZ6pto,0.2980351448059082
RxhDx1gpoeo,0.2645755410194397
3zrLm_N2tnU,0.287150502204895
LtOya4_iND0,0.2664079666137695
U5oS6yi2g-w,0.3447644114494324
UsKGD8dQBYw,0.2436181306838989
LtC4I9tKVMs,0.5713966488838196
6ByB00sweDk,0.2482905387878418
04OAZ-NBXkk,0.2227617502212524
R-B7QleMbiY,0.3178365230560303
2dnEJXQYYJw,0.1895733475685119
ir3oHaaX5lY,0.2877284288406372
9AH-yS5En6U,0.2270650863647461
g1Elknq92tc,0.213621973991394
f5o7_wPmuiE,0.2478384971618652
jXI8hC134KA,0.3857324719429016
G0cF0fZgkDo,0.3460375070571899
fiCxNpM6mRk,0.2878927588462829
Dpc4-UBCUP4,0.3184711933135986
7N70RcxxKsk,0.2667567729949951
oN0iK-cClQI,0.2707515954971313
Tb6dciVa1T0,0.2423800826072693
q5r-PPu1GzU,0.3334362506866455
oODreucZqmM,0.2794057130813598
tn79OFbPwKE,0.2628217935562134
roUuy1xjits,0.2948883771896362
eXRrwA-Szwg,0.3143720626831054
bABseBbIiFk,0.3059200048446655
KvIl8mjMTsE,0.3285319805145263
4Iui1yDgusI,0.2670655250549316
n5Op1CIdg4Y,0.2887721657752991
YL4neojI7Ic,0.213974118232727
mKdjycj-7eE,0.2441682815551757
TQHEJj68Jew,0.3083167672157287
dXmWjV1eAXQ,0.2467612028121948
zySUlGXbXvA,0.27356618642807
P8gXGWH49ao,0.2480272650718689
6iKJZqDSPGc,0.223588764667511
LnVfvz_CJ1o,0.2897015213966369
XxMmWxwt14M,0.299649715423584
OpOvMwkGL18,0.2611343264579773
4PaqJhHM9-s,0.3281042575836181
25N0R1KnXVs,0.2258908748626709
t9GPp1DM6fI,0.2341684699058532
CSvPE21Seu4,0.2382120490074157
HsLg6lCCaLg,0.3127703666687011
SKQTtsGOT7M,0.219151496887207
BSzEGDBPMP4,0.1984331607818603
W2U04onq8nM,0.1869729161262512
bqh-xl0LizI,0.2651928663253784
ofk19swh308,0.1402333378791809
oldqHR9a0m8,0.2666099667549133
OA70XIR6_iA,0.2100764513015747
29CQXaRTgWI,0.2282642126083374
olVaEmdkZ8Y,0.2768788337707519
rOBW4YgXI_s,0.2331858873367309
8eS8sdVcBRc,0.2653734087944031
S6YpCE3UKIw,0.2570326924324035
Poy2yxHPWa4,0.253507137298584
9z-RJ6kfSU0,0.2308688163757324
ES0QlfPUSto,0.2452259063720703
RBD7PFRNbI4,0.2595222592353821
1T7qhD-xXTc,0.2888686656951904
y8p4ouCwoD0,0.2901486754417419
0y0DmVgmqDk,0.3097873330116272
4U_iO57xJUE,0.2867888808250427
k7RK2eSFYxs,0.2970188856124878
xcukC48nKv8,0.3043258786201477
i3LjOamW9Ow,0.3247154355049133
sIPP_MzDTJ0,0.2966551780700683
D0OV3sHxCG0,0.2979422211647033
jH39rXAhGJE,0.3146475553512573
akVu63nu00o,0.3140716552734375
tHDkvYdRXiI,0.3258159160614013
XPyIV8gqSJk,0.311644434928894
LBzR-Wb5wR4,0.2920088768005371
yH7fyriQYvk,0.3208938241004944
kX7iSbnwYfE,0.2954182624816894
561BRxPJetA,0.3357847332954407
1I6HmFqzH00,0.2553014755249023
T7B4gDpqGxw,0.1951956748962402
1XDiceNg6lI,0.2845115661621094
n1bvzFEZ3fo,0.2126798033714294
MXxqSySSQ28,0.2868471145629883
IM-X5XCg1Yk,0.2896355986595154
xnY7rdNUNZA,0.2874138951301574
xgmiY13DC5E,0.2462508082389831
dbX-Bby7xW8,0.2825264930725097
YLSnD7BWmhE,0.3493524193763733
TEKNcxnHuA8,0.2605183124542236
yznsqlv1VzA,0.2729697823524475
hXUQEryyeXc,0.4334139823913574
e_6y9D7bABc,0.2584550380706787
rN72YawVVCY,0.2509956359863281
C7T9l67T5AM,0.2887566089630127
P8okz_7vDg0,0.2718345522880554
HFa8Cc243zE,0.2517392635345459
NpdZjIAxuj0,0.2468135356903076
gAy4GA-fjMU,0.2516677975654602
2Zynpi4ca28,0.2581473588943481
6BlcZ3u03h4,0.2699885368347168
_TUgfQQSPtM,0.2864630818367004
EantKtuyVRM,0.3184356689453125
OgxyySvmYtQ,0.2755520343780517
KodcXebVNic,0.2332736849784851
zO5FutVc1dA,0.2414777874946594
h4aHgKxnrNM,0.2546628713607788
Ub6kFCsTvL8,0.257181704044342
HV9z9w6CxvM,0.2819098234176636
l9g-S0gMQT0,0.3005170226097107
5ZVj4rGCRV4,0.3210735917091369
jaVam_vwFVU,0.235705018043518
rRdPGfX7DQM,0.2849436998367309
SctTrHZ0X0g,0.2613036632537842
XiJgmOglOsY,0.2417514324188232
X4BM8eRNNdY,0.2706366777420044
yC6duKkhPAY,0.2600513696670532
oio9PFU-KDI,0.3393614292144775
ayf-Zc0c9wU,0.2675965428352356
0mvCw-kAv98,0.2517944574356079
rRc1AmRvafE,0.1949445009231567
QWuXUVlmTO8,0.2635242342948913
STtLRNGMa10,0.2407801151275634
705gE03_EUk,0.2471444606781005
3rik2AbRYtc,0.2402708530426025
AZ71NT3l2ec,0.2155696153640747
jGA-o6dn9gk,0.2184171080589294
bSJTZmmCWQc,0.2220758199691772
i9zIN8YqBvc,0.2075812816619873
Xt5CgwkOT38,0.2582362294197082
ZIx2mck0jcU,0.2133967876434326
IBlJ_0dMypM,0.2462286353111267
JlaYy7uN-aI,0.2391021251678466
MvOoRbwC5io,0.2628325223922729
_3OKNtUtmuw,0.2526342272758484
vfC4M1IBGok,0.2698320150375366
GLErBKAQlU8,0.2535852789878845
wci_QGi6ZHI,0.2304465770721435
4Z-90dBlxM0,0.2247945070266723
gFPN7l8XTJQ,0.264548659324646
I0-gTSPfEqc,0.2201422452926635
PES1R3KT7TY,0.3055726289749145
tRIfyjgntSA,0.2518073320388794
y1dL0KgKMPo,0.2477501630783081
sJNe8xkV7eA,0.293268620967865
RSyf7l9WU0I,0.2763593196868896
ghCwGHDhD_o,0.2164335250854492
hy8tSHLRGt8,0.2620748281478882
40v4Qc-ELx4,0.2492022514343261
1c-0LNS11Lk,0.1831264495849609
v-Two4Z-u5s,0.2269576787948608
KA8WjgM5Gp4,0.2464486360549926
xovCsye3VJs,0.2582980394363403
dlotjOnJ1mo,0.2687796354293823
NXe_oV5f5DQ,0.2462571859359741
TmCLkPRSKws,0.1916423439979553
cUX3wQym7mQ,0.2682064771652221
40HD4g2PSy0,0.2254765629768371
7NzPMgM3V8M,0.2505249977111816
Y4uTw3NUxYE,0.2478774785995483
Knpq7aGFlhI,0.250201404094696
jIvgzOejsT8,0.2359666228294372
OZWROTl1apQ,0.2365776300430297
hsuB3wkSQAA,0.2673040628433227
41X-FsUJ82I,0.2004505395889282
7Dfm_dEcaCA,0.2223893404006958
hxAt3Njp80k,0.2055693864822387
fYLGb7R0lQg,0.2239165306091308
5kuOMqm87Vw,0.2270338535308838
jV4UBKqxnH0,0.2296466827392578
fjCuo7J8GJo,0.2346377968788147
gvGuAFYCk0s,0.235832929611206
vgnMn5VM0YY,0.2365452051162719
8dIUX3H1zVA,0.258683979511261
YRNiaxSDUzI,0.264989972114563
jCtJpzIKre8,0.2760523557662964
4wpyqd-9EKk,0.2379738092422485
BLgtUKaznTs,0.2510241270065307
2Ci82u5RTCI,0.2358750104904174
3rRbJAVW0IA,0.2704205513000488
RO6xdATAux0,0.2536269426345825
kyBD1Y8AbS8,0.2912473678588867
znq_KaV1fdg,0.219365119934082
5dZcMzfGVpM,0.2392349243164062
o6tKtZbtMBI,0.2643351554870605
POXPylU2WkA,0.3327951431274414
9x_h9DiA5vY,0.3366053700447082
QDHU6_6WCPA,0.3155186176300049
Mzoo3FY5H9c,0.3061512112617492
KjwOYQwUzGQ,0.379375159740448
WgJufB10xu0,0.3539586663246155
blSBrCU9bkY,0.3417345285415649
peX2_vLCsV4,0.3044341206550598
JlHt9pEJvGw,0.2499400377273559
YQ5j43wKGZY,0.2406250238418579
-xgS3i3N2qU,0.2293740510940551
m7WpmpenK6s,0.2634177207946777
MG2eU0kMX64,0.3022674322128296
BBEFdClXkoA,0.2202884554862976
dpFHkvB9euc,0.2571997046470642
6HwYbSAqEn8,0.2462027072906494
uaUj_uSSSaM,0.253588318824768
a9mvxtKgP4s,0.2951573729515075
hphlFlAfM6I,0.2396914958953857
AiJeLPzfu4M,0.1813353300094604
UGAevXcg_WQ,0.3526195287704468
iyzEB1D7F4g,0.2968185544013977
setVhhcYEbU,0.3653620481491089
m1uaK-4vg6E,0.2830137610435486
mKgPGOa4CUQ,0.3013356924057007
uUt978D_4Vg,0.2845326066017151
ZecxFFqj6Dk,0.3038744926452636
t_4jM5vod2A,0.2850956916809082
-RYyTgWNlIw,0.3270403146743774
OClHVaZnx0c,0.2789565324783325
_ShVkz3kYUI,0.3140519857406616
_W5Jd-YtMjE,0.2599906921386719
-y0nld4Yv40,0.3950264453887939
0oZM27yfnjM,0.2847211956977844
1XbDoj1aOrM,0.2450331449508667
1cL9CRS5n28,0.3109868764877319
1wj3Ba6-dzg,0.3385238647460937
1zKz9s9D7dU,0.3548946380615234
2DAnEEduSkY,0.3193777799606323
2jRQG3l9I_I,0.2325755357742309
3PjFBowJV6E,0.2202043533325195
3g_uG81OjNQ,0.370812177658081
4Ysfya6XYjk,0.2806921601295471
5G3CbYVzw6M,0.2794169187545776
5ZO5_CfTMoc,0.2789995670318603
5ZX_eypUHns,0.2634133100509643
5atRcJCTD5s,0.2560134530067444
7NBGJu5BKcY,0.2362971305847168
7Y0MFQNQYsY,0.3260354995727539
7dbZUuSqJDs,0.300347089767456
7jZ7-kFWAQY,0.2773064970970154
08jhf7tSmmQ,0.3220793008804321
9PNpRQYMhas,0.2658833265304565
36hOAcUWEiM,0.227071464061737
76qnNkZ6-bA,0.2744379043579101
92bGRcDLs38,0.2193557620048523
489M-IfTT4M,0.3163174390792846
945lkzMIZWU,0.2350957989692688
AfOfPUyY5mA,0.3855994939804077
AmFHamyaCHY,0.2995829582214355
at9qQUJj-Po,0.2466096878051757
B5TcZ_EN4AY,0.3454364538192749
BAbPkzVRwv4,0.2797110080718994
b9eqDjjiB78,0.309447705745697
bympMYTNS1s,0.2537482380867004
cCt9fbYrMgI,0.3498977422714233
cfKi70A-6iY,0.2154856920242309
cmLCl67cM7U,0.3556175231933594
DbEnEom2lS4,0.3077171444892883
djk9pncv5PE,0.3694765567779541
ED5ZQr7oA2w,0.2610447406768799
Elf049m0V7k,0.3096463680267334
ExlQrDusHoA,0.2582427263259887
ePzkMP3tFZ4,0.2683926820755005
exPWhTeIr-4,0.2893445491790771
F1FWlTnv1as,0.3474692106246948
fSTwONwagXY,0.3038869500160217
GCPFFF1aGD0,0.2748595476150512
GOl90WKhbJ0,0.2800682187080383
gRCYUmEuL1E,0.3292642831802368
gyE7IphL90E,0.3394477367401123
h-KlE2jXGn0,0.3330863714218139
hDv_RnTSn2Q,0.3052345514297485
IWEceQZjdeY,0.3144562244415283
IejJgRxE50o,0.1990394592285156
IvARDGELg8U,0.28289794921875
J0oOfPQVe9A,0.3114030957221985
jDR46dlyEBU,0.3500591516494751
jb0Ll_DcwXQ,0.2864331007003784
KAw1hv2528A,0.2574726343154907
KDP74u_-mgw,0.2528866529464721
KTwZIUDCj0s,0.3382245302200317
Kg40XWMH6HE,0.3079534769058227
k7dfgOh3AE4,0.2285146713256836
ky1xYImBNnw,0.3116756677627563
LtwYj60tbBo,0.2656140327453613
l-Dq0q1lvJs,0.2890256643295288
lml3IusuCGY,0.2294183373451233
M3XPcfF5drM,0.3175955414772033
MZEIGoEfQO0,0.3606569766998291
mQe0SkiJg5U,0.3657105565071106
mzy0seVwG4Q,0.3057661652565002
N80RbQiILS8,0.3120191693305969
NuZzanfgZZg,0.2456229925155639
nA_4LsXeunI,0.3550739884376526
nWUGgh21Y6U,0.3471485376358032
nuNI7tr0YZE,0.2212474346160888
nylMy-vC49E,0.3120518922805786
oC2o2-Nteyw,0.3182542324066162
oJrNJhsQrFc,0.325931191444397
obVg0R4J4NU,0.3780362606048584
omEdhW-n0qc,0.3345240950584411
PUaYr-mrXfo,0.2612835168838501
PXThMrVZo50,0.3302091360092163
PwASYy9EGWQ,0.2349181175231933
pMkVNcZOQ8I,0.3110440969467163
pazy2kJBSU4,0.3140634894371032
QJQ-m3JsLZw,0.3604636192321777
QNUO3gi4-80,0.2842752933502197
QWczX290t-Y,0.3227445483207702
Q_9IocXiDQA,0.2885364294052124
QaKFIdd5BOA,0.3457462191581726
QeemTmz-EEs,0.2814425230026245
QoFbDEB3O10,0.2815189361572265
qEvi05smvQU,0.3449791669845581
qRH23qaidbw,0.3031775951385498
qY9UDhRqYyQ,0.2945096492767334
r8GGcOTaX0A,0.3545924425125122
rI4QRw7z220,0.2976026535034179
rdZNx-bFEyM,0.2451908588409423
S-urPnZysx0,0.2831581830978393
Sl6NVYg_Gyo,0.3666877746582031
Smw02vXKClE,0.3039581775665283
sAvS0dBgRoE,0.3481859564781189
